IntegerID	OriginalID
3134	P02533
3135	CPX-6469
3136	CPX-1878
3137	CPX-8128
3138	P55036
3139	O94874
3140	CPX-322
3141	P03897
3142	Q9NVM9
3143	Q8TF46
3144	Q5EE01
3145	Q8WVB6
3146	CPX-2188
3147	CPX-1796
3148	Q13683
3149	CPX-2325
3150	Q96L50
3151	Q09028
3152	Q5T8P6
3153	O75448
3154	O95295
3155	CPX-888
3156	Q92769
3157	CPX-26471
3158	Q9BWJ5
3159	Q8NG31
3160	P59780
3161	Q9UKX5
3162	CPX-6931
3163	CPX-2189
3164	CPX-6148
3165	P25067
3166	CPX-6662
3167	CPX-2626
3168	CPX-462
3169	P49917
3170	CPX-952
3171	Q9UBT2
3172	Q15269
3173	Q9BW62
3174	Q13033
3175	CPX-2539
3176	Q15700
3177	CPX-853
3178	CPX-2882
3179	CPX-2407
3180	Q969G3
3181	CPX-8007
3182	CPX-6785
3183	CPX-2381
3184	Q8TEV9
3185	0000021084
3186	CPX-6009
3187	CPX-7725
3188	CPX-8166
3189	CPX-1164
3190	P01861
3191	CPX-10041
3192	Q07617
3193	CPX-26473
3194	CPX-467
3195	Q15061
3196	CPX-7722
3197	Q13488
3198	Q5SY16
3199	CPX-7461
3200	P18859
3201	Q9NZZ3
3202	Q96JB2
3203	CPX-6045
3204	Q9Y248
3205	Q9NQW1
3206	CPX-8465
3207	Q9UIV1
3208	Q03164
3209	Q5JS54
3210	CPX-2630
3211	Q8IZI9
3212	P03891
3213	CPX-8725
3214	Q5TA45
3215	CPX-8701
3216	Q9H7L9
3217	P61513
3218	CPX-6962
3219	O95707
3220	Q9ULQ0
3221	CPX-8932
3222	Q99816
3223	CPX-6004
3224	Q15287
3225	O14561
3226	CPX-10311
3227	CPX-8691
3228	P56199
3229	P00338
3230	CPX-2326
3231	Q13131
3232	CPX-7673
3233	Q14978
3234	CPX-2553
3235	Q8N2Z9
3236	CPX-8684
3237	P50990
3238	Q9BV40
3239	CPX-2749
3240	Q9Y3B6
3241	CPX-1990
3242	CPX-2731
3243	Q9BUL9
3244	Q9NWZ8
3245	Q96Q11
3246	Q9UBN4
3247	CPX-8550
3248	CPX-10304
3249	CPX-6209
3250	Q9UNX3
3251	CPX-9601
3252	CPX-6215
3253	P34903
3254	CPX-8871
3255	P05388
3256	CPX-9801
3257	Q96JB5
3258	CPX-6478
3259	CPX-8221
3260	Q9UJ98
3261	CPX-6211
3262	Q5IJ48
3263	P48736
3264	CPX-1778
3265	Q96PC3
3266	P06681
3267	Q8NB37
3268	Q9BQA1
3269	Q9BQD3
3270	CPX-9067
3271	Q9Y2X0
3272	P51787
3273	Q9NR55
3274	P22301
3275	CPX-2816
3276	Q8NFC6
3277	CPX-9721
3278	Q9Y399
3279	O60814
3280	CPX-2558
3281	0000000092
3282	Q99928
3283	Q9NY47
3284	Q9HB65
3285	Q15029
3286	CPX-5662
3287	CPX-6165
3288	CPX-6366
3289	P35269
3290	O95487
3291	CPX-3195
3292	Q06330
3293	O60494
3294	O00459
3295	O15143
3296	CPX-2579
3297	O75426
3298	0000000371
3299	CPX-6018
3300	CPX-6187
3301	CPX-26464
3302	O00273
3303	CPX-1118
3304	0000027570
3305	CPX-6311
3306	CPX-1908
3307	0000004522
3308	CPX-8726
3309	Q9UHA7
3310	Q9Y2Y1
3311	Q9NQL2
3312	CPX-2892
3313	Q2M389
3314	Q5T440
3315	Q8WXA8
3316	P42677
3317	P53384
3318	Q9UIF9
3319	P01583
3320	Q9Y2Q0
3321	P49959
3322	CPX-2872
3323	Q8IXM3
3324	Q92499
3325	P02747
3326	CPX-834
3327	Q2TBA0
3328	P11498
3329	P48995
3330	Q86VN1
3331	Q8IWT0
3332	P61328
3333	Q9H511
3334	139356
3335	CPX-6130
3336	Q96ST3
3337	CPX-606
3338	CPX-1002
3339	O75175
3340	P60903
3341	Q5T4S7
3342	CPX-5633
3343	P01308
3344	CPX-1795
3345	CPX-2804
3346	Q969J5
3347	P30101
3348	CPX-8768
3349	Q13617
3350	CPX-2656
3351	Q96EY5
3352	P46379
3353	P21912
3354	CPX-4426
3355	Q9UBB5
3356	Q9BWU1
3357	P15509
3358	CPX-3222
3359	CPX-10281
3360	Q9UK99
3361	CPX-6952
3362	0000000093
3363	P12270
3364	Q969L4
3365	CPX-1220
3366	P00751
3367	P05231
3368	CPX-7515
3369	Q96S59
3370	Q9H668
3371	CPX-7547
3372	Q8N5D0
3373	Q8WXI9
3374	Q9Y4W2
3375	Q96JG6
3376	CPX-2638
3377	CPX-2952
3378	CPX-2519
3379	CPX-6945
3380	Q9H9J2
3381	Q96IX5
3382	Q96N67
3383	CPX-2166
3384	Q9NY61
3385	CPX-7005
3386	CPX-494
3387	Q6UVJ0
3388	A6NHQ4
3389	Q99623
3390	Q9Y4B6
3391	CPX-1621
3392	P0DOY3
3393	P54277
3394	CPX-8562
3395	CPX-8087
3396	O00483
3397	CPX-3165
3398	P62888
3399	O43709
3400	Q06432
3401	CPX-2516
3402	CPX-25721
3403	Q8WXH0
3404	P10606
3405	P62854
3406	Q9Y573
3407	Q03468
3408	CPX-441
3409	Q06055
3410	CPX-7728
3411	Q92674
3412	CPX-2572
3413	P53567
3414	Q86U28
3415	CPX-155
3416	CPX-6581
3417	Q9UI09
3418	P54727
3419	Q9BYD6
3420	Q14683
3421	Q4LE39
3422	Q9HCU9
3423	O43734
3424	0000000366
3425	Q7L5Y9
3426	Q8TDR0
3427	A0A5B9
3428	CPX-1880
3429	Q13596
3430	CPX-1123
3431	Q9H0W5
3432	P48544
3433	CPX-6046
3434	P67812
3435	CPX-6008
3436	Q7L2H7
3437	CPX-6461
3438	CPX-10335
3439	CPX-9003
3440	CPX-2484
3441	Q9BU64
3442	Q8WYP5
3443	CPX-6781
3444	P05023
3445	O75251
3446	Q96J01
3447	O60244
3448	CPX-8667
3449	CPX-8862
3450	Q15131
3451	P17544
3452	P40189
3453	Q15005
3454	CPX-6191
3455	Q9BTK6
3456	CPX-2846
3457	CPX-480
3458	CPX-6309
3459	Q9NWZ3
3460	CPX-6744
3461	CPX-8322
3462	P17987
3463	Q14457
3464	Q9NPA8
3465	Q15102
3466	CPX-517
3467	P84022
3468	CPX-7763
3469	CPX-8822
3470	0000005909
3471	Q6IQ16
3472	Q8NFY9
3473	CPX-1736
3474	O95563
3475	Q9UNS2
3476	Q7RTN6
3477	CPX-9821
3478	Q9ULM3
3479	O15318
3480	P07359
3481	CPX-7550
3482	Q53H12
3483	O95072
3484	O43520
3485	Q96MD2
3486	Q9GZL7
3487	CPX-522
3488	CPX-6083
3489	P59646
3490	Q8N7H5
3491	O94826
3492	CPX-2649
3493	Q9BSQ5
3494	Q9UK97
3495	CPX-6239
3496	CPX-8149
3497	CPX-10261
3498	Q9NXF1
3499	P35612
3500	CPX-1818
3501	Q9UDY8
3502	CPX-6134
3503	CPX-8771
3504	Q9BRA0
3505	Q9Y5X3
3506	CPX-6093
3507	P81605
3508	O95256
3509	CPX-2205
3510	Q9H7E2
3511	CPX-8573
3512	Q7Z2W9
3513	CPX-9002
3514	CPX-9182
3515	O95985
3516	Q96FZ7
3517	Q5XPI4
3518	0000304656
3519	CPX-8521
3520	CPX-2609
3521	P12111
3522	0000030664
3523	CPX-5840
3524	O00567
3525	CPX-497
3526	0000023963
3527	CPX-6585
3528	CPX-2395
3529	CPX-7081
3530	Q8IXS2
3531	CPX-2666
3532	CPX-6240
3533	P02745
3534	CPX-26448
3535	O15145
3536	CPX-2493
3537	Q86X95
3538	CPX-502
3539	CPX-7976
3540	CPX-2571
3541	CPX-2866
3542	Q8WWQ0
3543	Q5XG87
3544	Q7Z4H7
3545	CPX-222
3546	P86791
3547	Q96EF6
3548	Q9UQN3
3549	CPX-7802
3550	P49848
3551	Q9NPJ6
3552	Q96S94
3553	CPX-2405
3554	0000304657
3555	CPX-5025
3556	Q8WXE1
3557	CPX-26393
3558	Q9UEY8
3559	P62314
3560	CPX-2164
3561	CPX-4425
3562	Q02218
3563	0000004619
3564	Q8NEE6
3565	CPX-3785
3566	P62987
3567	O14802
3568	CPX-1205
3569	CPX-2877
3570	CPX-4142
3571	P24863
3572	P78552
3573	CPX-6193
3574	P05423
3575	CPX-26364
3576	CPX-8086
3577	O75496
3578	Q96GC5
3579	0000002968
3580	O75152
3581	P48549
3582	Q8IZJ0
3583	Q9HBG6
3584	Q16099
3585	P42338
3586	P08238
3587	P51553
3588	Q9Y5J6
3589	O96033
3590	CPX-5223
3591	CPX-2849
3592	CPX-25765
3593	Q96GD4
3594	Q9H0A0
3595	Q96I99
3596	P15735
3597	Q9C0H6
3598	Q9Y483
3599	P18505
3600	Q9GZX6
3601	P56645
3602	Q68CP9
3603	P63167
3604	CPX-928
3605	CPX-6946
3606	Q58A45
3607	Q96NB3
3608	Q9NPH3
3609	P78371
3610	CPX-6007
3611	O00505
3612	P11142
3613	CPX-148
3614	O95167
3615	Q07837
3616	CPX-6586
3617	CPX-8432
3618	P53708
3619	Q8N461
3620	P18077
3621	Q15853
3622	CPX-25744
3623	CPX-632
3624	P54284
3625	Q7Z3Z0
3626	CPX-6467
3627	CPX-7164
3628	CPX-8729
3629	0000010917
3630	Q86Y39
3631	CPX-2483
3632	CPX-7861
3633	Q9UI95
3634	Q8WYH8
3635	Q8IZD4
3636	Q5TKA1
3637	P20231
3638	CPX-9224
3639	Q9NYP9
3640	P82912
3641	O43660
3642	CPX-1972
3643	Q14746
3644	Q13326
3645	CPX-2766
3646	P05113
3647	CPX-9085
3648	Q6IA86
3649	P30532
3650	Q15858
3651	O95168
3652	Q9Y5R8
3653	CPX-5978
3654	Q86VX2
3655	CPX-2773
3656	0000304648
3657	CPX-7482
3658	Q96T60
3659	P09603
3660	Q8TAG9
3661	O00255
3662	Q9H1D9
3663	Q9UN88
3664	Q9Y6G5
3665	P05412
3666	Q86XE0
3667	0000028022
3668	P02746
3669	CPX-2179
3670	Q9UBY0
3671	CPX-4749
3672	CPX-26385
3673	Q8N3C0
3674	Q9Y6X3
3675	CPX-3072
3676	CPX-8636
3677	CPX-1804
3678	O00566
3679	P28065
3680	CPX-2440
3681	P52948
3682	O75147
3683	CPX-7004
3684	Q92750
3685	O60506
3686	CPX-8110
3687	CPX-6569
3688	CPX-1780
3689	CPX-1213
3690	P01574
3691	P09619
3692	Q9UBK9
3693	CPX-26354
3694	CPX-2552
3695	0000027482
3696	Q5H9F3
3697	CPX-10221
3698	P01137
3699	P19447
3700	O95139
3701	O15232
3702	O43557
3703	O14972
3704	P23921
3705	P00740
3706	CPX-6953
3707	Q92747
3708	CPX-10329
3709	CPX-2222
3710	CPX-2393
3711	Q9Y285
3712	O15055
3713	Q9BXU0
3714	CPX-1917
3715	0000000305
3716	P63316
3717	CPX-893
3718	O75449
3719	Q4G163
3720	Q15006
3721	P18887
3722	0000005972
3723	CPX-3187
3724	P46779
3725	P83731
3726	CPX-1120
3727	Q08AM6
3728	CPX-9021
3729	Q01658
3730	Q8NF91
3731	Q14524
3732	CPX-7017
3733	P35638
3734	CPX-5668
3735	Q8TCE6
3736	CPX-1114
3737	O14862
3738	P02675
3739	Q16236
3740	Q5H8A4
3741	P02008
3742	Q68CZ1
3743	CPX-7061
3744	Q9BYD3
3745	Q9NXL9
3746	CPX-5634
3747	Q9BZD4
3748	Q8IWA0
3749	CPX-2478
3750	CPX-8428
3751	CPX-1824
3752	Q9Y587
3753	Q9GZY0
3754	P09661
3755	CPX-680
3756	CPX-6301
3757	CPX-2412
3758	CPX-2933
3759	P83881
3760	CPX-8185
3761	Q9UHP6
3762	CPX-874
3763	CPX-2013
3764	CPX-8680
3765	P12109
3766	P0DP23
3767	P47985
3768	Q9Y3D0
3769	P01225
3770	CPX-6126
3771	CPX-1871
3772	CPX-2093
3773	P17568
3774	O43242
3775	CPX-2354
3776	P01100
3777	CPX-2202
3778	CPX-5976
3779	O75461
3780	Q9H0R6
3781	P21281
3782	CPX-6207
3783	Q13319
3784	CPX-4944
3785	P06576
3786	CPX-4207
3787	CPX-7020
3788	Q14213
3789	P54132
3790	CPX-26362
3791	CPX-8721
3792	Q06787
3793	CPX-7822
3794	CPX-25723
3795	CPX-1076
3796	CPX-979
3797	CPX-2167
3798	CPX-26380
3799	Q00839
3800	P54136
3801	Q96QK1
3802	Q9NUP1
3803	CPX-1027
3804	CPX-2399
3805	Q71F23
3806	CPX-484
3807	CPX-6963
3808	P62273
3809	CPX-8190
3810	P58549
3811	CPX-9221
3812	Q9H5Q4
3813	O43933
3814	P01570
3815	Q96P20
3816	P28370
3817	Q9Y421
3818	P24941
3819	Q8N6P7
3820	CPX-7545
3821	CPX-6145
3822	O14957
3823	CPX-2927
3824	P07195
3825	Q9NXX6
3826	Q9NWT8
3827	Q92831
3828	CPX-7006
3829	CPX-8202
3830	CPX-2219
3831	P62875
3832	Q96G75
3833	CPX-7983
3834	Q6ZYL4
3835	P48169
3836	A4GXA9
3837	CPX-26403
3838	Q1ZZU3
3839	CPX-2016
3840	CPX-2210
3841	CPX-9281
3842	CPX-1784
3843	CPX-2832
3844	Q9BVQ7
3845	P07858
3846	Q16394
3847	P42262
3848	P60896
3849	CPX-8864
3850	P28066
3851	Q52LJ0
3852	P05013
3853	0000028164
3854	Q8TDH9
3855	CPX-26454
3856	Q9H469
3857	CPX-6592
3858	CPX-2862
3859	CPX-8581
3860	CPX-3282
3861	CPX-39
3862	Q6X9E4
3863	CPX-8422
3864	Q01094
3865	CPX-2384
3866	CPX-1942
3867	O60684
3868	Q16533
3869	CPX-2823
3870	P09871
3871	P01374
3872	Q7L523
3873	CPX-8342
3874	0000019930
3875	Q8WUX9
3876	Q1HG44
3877	CPX-5850
3878	CPX-8109
3879	Q14152
3880	Q9H269
3881	P36873
3882	Q9H8M2
3883	Q96RT8
3884	P06865
3885	P20702
3886	Q9UHD8
3887	CPX-3961
3888	Q9P127
3889	CPX-6929
3890	O43324
3891	CPX-2289
3892	P49840
3893	CPX-718
3894	CPX-5774
3895	CPX-2721
3896	Q92552
3897	CPX-8084
3898	P61927
3899	Q8NI22
3900	CPX-5647
3901	CPX-26429
3902	CPX-6237
3903	Q00403
3904	O15446
3905	O94817
3906	Q8N4H5
3907	Q9C0J8
3908	O75439
3909	CPX-26474
3910	P08700
3911	O60645
3912	0000000379
3913	Q9P2N6
3914	Q13797
3915	CPX-2309
3916	Q9H2C0
3917	Q15019
3918	CPX-6951
3919	Q14764
3920	O15514
3921	P11171
3922	CPX-8782
3923	Q0VDF9
3924	CPX-8906
3925	Q04323
3926	Q5MIZ7
3927	Q9Y3B4
3928	Q08379
3929	Q05BQ5
3930	Q8TEB1
3931	URS000013F331
3932	Q9GZZ6
3933	CPX-321
3934	Q15078
3935	O15239
3936	CPX-8189
3937	CPX-10328
3938	P36544
3939	Q8N4T8
3940	P67809
3941	CPX-2520
3942	P62249
3943	Q8NFD5
3944	Q9UBE0
3945	Q96BT3
3946	Q9UI12
3947	CPX-2565
3948	Q15542
3949	Q96ED9
3950	P51808
3951	URS0000ABD82A
3952	CPX-6861
3953	CPX-2158
3954	P82979
3955	CPX-6123
3956	A9UHW6
3957	CPX-9201
3958	CPX-2623
3959	O14617
3960	CPX-25762
3961	Q9BRQ6
3962	P20809
3963	Q9UHI6
3964	0000021065
3965	CPX-6238
3966	P05198
3967	Q9UKT4
3968	Q9Y6G3
3969	Q9H490
3970	Q9H871
3971	Q7Z7F7
3972	O00159
3973	P0CF74
3974	Q9NU22
3975	Q96LD1
3976	CPX-8023
3977	O96019
3978	P53597
3979	P01229
3980	Q92629
3981	Q9UKK6
3982	CPX-8443
3983	P21675
3984	Q504Q3
3985	CPX-7553
3986	CPX-2762
3987	Q9Y584
3988	0000027569
3989	0000000346
3990	P24394
3991	Q13838
3992	CPX-937
3993	CPX-525
3994	CPX-6195
3995	P27449
3996	P51617
3997	0000236055
3998	P53611
3999	CPX-809
4000	P18847
4001	O95400
4002	CPX-9165
4003	Q9Y496
4004	CPX-6964
4005	CPX-2307
4006	Q9NPJ8
4007	CPX-8132
4008	Q9NZI2
4009	CPX-631
4010	P78352
4011	O75351
4012	Q9BX63
4013	P83876
4014	Q9P278
4015	CPX-8464
4016	CPX-2332
4017	Q99436
4018	Q9Y2P8
4019	Q86X19
4020	CPX-6782
4021	P02748
4022	Q7Z4I7
4023	CPX-26377
4024	0000005985
4025	Q8TCC3
4026	CPX-2502
4027	Q96ME1
4028	Q9Y2R5
4029	Q92905
4030	CPX-2750
4031	O00399
4032	O94906
4033	Q9NZ42
4034	P29597
4035	CPX-8307
4036	CPX-2305
4037	CPX-7849
4038	Q9UH92
4039	CPX-6132
4040	CPX-2522
4041	CPX-475
4042	A8MTZ0
4043	P00709
4044	Q5H9S7
4045	Q5T6F0
4046	CPX-8736
4047	Q8IVV7
4048	Q00536
4049	CPX-646
4050	Q9NRP0
4051	Q96MC2
4052	P05783
4053	CPX-6266
4054	CPX-8607
4055	CPX-3232
4056	CPX-2415
4057	Q9UQ13
4058	CPX-6208
4059	Q6P1M3
4060	CPX-6041
4061	CPX-2406
4062	P42766
4063	CPX-716
4064	CPX-2208
4065	CPX-6601
4066	CPX-26479
4067	597326
4068	CPX-3199
4069	P23229
4070	O95602
4071	CPX-6016
4072	Q6P5S7
4073	CPX-2343
4074	Q8NBP7
4075	O60673
4076	P35658
4077	Q9UNL4
4078	0000027578
4079	Q6P179
4080	P03372
4081	O15498
4082	P46783
4083	Q03518
4084	Q9BXJ7
4085	CPX-7967
4086	CPX-4001
4087	Q9BPZ7
4088	CPX-10303
4089	Q9NYY1
4090	P24385
4091	CPX-4442
4092	CPX-2336
4093	CPX-815
4094	P00742
4095	CPX-6272
4096	Q15051
4097	CPX-652
4098	Q6UX04
4099	Q8WVK7
4100	CPX-9941
4101	O75151
4102	Q93009
4103	Q9Y6D9
4104	CPX-665
4105	Q01118
4106	Q9NPF4
4107	Q9P000
4108	P08621
4109	Q96HY6
4110	0000030311
4111	Q16595
4112	Q04206
4113	Q15008
4114	CPX-2787
4115	Q9UBP6
4116	Q99973
4117	Q92624
4118	CPX-509
4119	CPX-7549
4120	Q15822
4121	Q7Z6M2
4122	Q6P1L8
4123	Q16526
4124	Q6ZRS2
4125	Q7Z7L7
4126	P02452
4127	CPX-415
4128	CPX-8835
4129	O15533
4130	Q9BZV1
4131	P20248
4132	CPX-890
4133	CPX-2161
4134	Q9BXL6
4135	Q99583
4136	CPX-326
4137	CPX-1815
4138	CPX-8201
4139	Q6IN85
4140	CPX-7506
4141	Q9NQA3
4142	O95628
4143	P01730
4144	Q9BUQ8
4145	P62979
4146	Q969R5
4147	P27986
4148	CPX-6943
4149	P18206
4150	Q9Y468
4151	O60293
4152	O14777
4153	P49841
4154	Q12834
4155	A5LHX3
4156	Q8WWB3
4157	O76094
4158	P25025
4159	Q13323
4160	CPX-2521
4161	P19784
4162	CPX-6482
4163	CPX-4747
4164	Q9NXB0
4165	CPX-4503
4166	Q9HC77
4167	CPX-2511
4168	CPX-26447
4169	Q969X6
4170	CPX-1842
4171	P36941
4172	Q9Y5K8
4173	Q9NUV7
4174	CPX-2182
4175	Q92785
4176	P50991
4177	CPX-56
4178	O15273
4179	Q96LB3
4180	CPX-1099
4181	CPX-343
4182	CPX-7921
4183	Q9BT43
4184	CPX-26363
4185	CPX-2785
4186	Q6NXT4
4187	Q13469
4188	Q2NKJ3
4189	P33240
4190	CPX-511
4191	P30876
4192	P54105
4193	CPX-8868
4194	Q9UQ35
4195	Q08289
4196	P63173
4197	Q9UHF5
4198	CPX-5966
4199	CPX-9421
4200	CPX-577
4201	CPX-5829
4202	0000000329
4203	P07686
4204	P62753
4205	CPX-1163
4206	P26010
4207	Q96RN5
4208	CPX-255
4209	P48444
4210	CPX-1870
4211	Q9UL03
4212	CPX-6788
4213	O60603
4214	Q8N0S6
4215	P15408
4216	O75787
4217	P62140
4218	CPX-593
4219	CPX-5977
4220	CPX-101
4221	Q9NVR0
4222	Q99729
4223	Q9NRX2
4224	Q6PJ61
4225	CPX-742
4226	CPX-2236
4227	Q8TAA3
4228	P38646
4229	CPX-7103
4230	CPX-662
4231	Q9UJX6
4232	CPX-7067
4233	Q96ES7
4234	Q9BXF3
4235	CPX-1074
4236	CPX-26472
4237	CPX-26405
4238	P40938
4239	Q5QJE6
4240	CPX-7841
4241	0000004524
4242	Q9BX26
4243	CPX-7108
4244	0000042703
4245	Q8WUM0
4246	P12524
4247	Q8ND76
4248	O60563
4249	CPX-5671
4250	P63211
4251	P46777
4252	Q4ADV7
4253	Q9UP83
4254	CPX-2348
4255	P68400
4256	Q9UPT5
4257	CPX-308
4258	CPX-2002
4259	CPX-970
4260	P63027
4261	Q13889
4262	O43674
4263	CPX-793
4264	CPX-2860
4265	CPX-6005
4266	CPX-8061
4267	P25024
4268	CPX-17
4269	CPX-5975
4270	P30153
4271	Q9P0J1
4272	Q9GZS1
4273	CPX-6242
4274	A6NHX0
4275	Q9H0F6
4276	Q53S33
4277	P62487
4278	Q8N0S2
4279	Q8N612
4280	CPX-26361
4281	Q86WV6
4282	CPX-7587
4283	CPX-860
4284	Q8WYQ5
4285	URS00006767A8
4286	CPX-682
4287	P35225
4288	URS0000000A8C
4289	Q96H20
4290	P41223
4291	Q9Y3C4
4292	CPX-3642
4293	CPX-6927
4294	A5PLN9
4295	P51571
4296	Q9NVX7
4297	CPX-2891
4298	CPX-5845
4299	Q9BVV7
4300	CPX-26465
4301	CPX-8837
4302	Q8WYB5
4303	Q13564
4304	Q5UE93
4305	CPX-7968
4306	CPX-26395
4307	CPX-1134
4308	0000030322
4309	CPX-8361
4310	Q6UN15
4311	0000015582
4312	P01031
4313	P36954
4314	CPX-767
4315	Q9BY77
4316	Q9HBM1
4317	P15170
4318	O75385
4319	Q9UHB9
4320	0000025591
4321	P53618
4322	Q7L576
4323	O00189
4324	CPX-8129
4325	Q6PF06
4326	Q9NRY2
4327	CPX-2221
4328	CPX-6283
4329	O15294
4330	Q9BS16
4331	CPX-2011
4332	Q13478
4333	CPX-6948
4334	Q9NRD8
4335	0000010913
4336	P33993
4337	O95178
4338	Q96ER9
4339	O15269
4340	CPX-2752
4341	CPX-2512
4342	CPX-2286
4343	CPX-25754
4344	Q13868
4345	P01116
4346	CPX-7666
4347	Q9NYB0
4348	CPX-5342
4349	CPX-330
4350	CPX-2357
4351	CPX-8916
4352	Q96CW1
4353	Q9UPM9
4354	CPX-733
4355	CPX-3762
4356	Q9H2F5
4357	O15457
4358	0000005002
4359	O95149
4360	P03905
4361	Q9UBC3
4362	P20963
4363	O43292
4364	CPX-2373
4365	CPX-6503
4366	Q9BRJ2
4367	Q9Y478
4368	Q9UNH7
4369	Q13573
4370	CPX-5675
4371	Q96T52
4372	CPX-7003
4373	CPX-3221
4374	CPX-134
4375	P68431
4376	CPX-2329
4377	Q9Y3D9
4378	Q86V20
4379	P43308
4380	Q14331
4381	CPX-8876
4382	CPX-26398
4383	Q0D2K2
4384	Q9BUN8
4385	CPX-2204
4386	P62899
4387	CPX-1919
4388	Q9Y3A0
4389	Q14055
4390	P54710
4391	Q08AG7
4392	Q9Y2D4
4393	CPX-5790
4394	Q9UF56
4395	CPX-6124
4396	O00471
4397	CPX-8191
4398	O43741
4399	CPX-7929
4400	P24928
4401	Q15014
4402	0000443103
4403	CPX-8021
4404	CPX-8123
4405	Q03405
4406	CPX-5995
4407	P04141
4408	Q9BYG4
4409	Q9UNN5
4410	CPX-6310
4411	O95182
4412	Q9P1U1
4413	Q9NP71
4414	CPX-2867
4415	CPX-8866
4416	P49770
4417	CPX-26409
4418	Q9Y296
4419	Q8TCJ2
4420	CPX-9361
4421	Q92956
4422	CPX-8173
4423	Q14137
4424	Q13620
4425	P63172
4426	Q6UXL0
4427	Q9NWA0
4428	CPX-7561
4429	Q9H147
4430	0000268662
4431	CPX-1797
4432	CPX-2330
4433	P17655
4434	A8MWX3
4435	CPX-7063
4436	Q13601
4437	Q9UPS6
4438	CPX-2168
4439	CPX-2759
4440	Q9NWV8
4441	Q8NI36
4442	Q9UBU7
4443	Q9BSB4
4444	Q92797
4445	CPX-2443
4446	CPX-8555
4447	CPX-2250
4448	Q8WW35
4449	CPX-1222
4450	Q14657
4451	P49821
4452	Q8NEY4
4453	CPX-7928
4454	Q9Y3Y2
4455	P42261
4456	P52657
4457	Q9UHF4
4458	O75027
4459	P0DP24
4460	CPX-6047
4461	Q9UL33
4462	Q16543
4463	CPX-6142
4464	O94927
4465	CPX-6181
4466	CPX-7516
4467	Q08050
4468	CPX-2642
4469	Q9GZY4
4470	CPX-8065
4471	P18848
4472	CPX-9901
4473	P32297
4474	CPX-344
4475	CPX-738
4476	Q96DY2
4477	CPX-7008
4478	CPX-5838
4479	CPX-6243
4480	CPX-2795
4481	O00716
4482	CPX-2786
4483	O96000
4484	P0DI81
4485	Q8N983
4486	P16220
4487	CPX-1299
4488	CPX-2586
4489	CPX-26481
4490	CPX-1985
4491	CPX-2234
4492	Q16787
4493	CPX-7743
4494	Q9H9L4
4495	CPX-3252
4496	CPX-1819
4497	O15169
4498	CPX-2667
4499	Q15468
4500	CPX-8743
4501	CPX-648
4502	CPX-5150
4503	CPX-7502
4504	CPX-8572
4505	CPX-5972
4506	Q16570
4507	CPX-2419
4508	Q9BXB5
4509	O15511
4510	CPX-997
4511	CPX-2598
4512	Q9Y5Y2
4513	Q9UMS4
4514	CPX-2216
4515	Q8TF62
4516	Q8N5N7
4517	CPX-3079
4518	Q7Z6L1
4519	0000027600
4520	CPX-7099
4521	Q13111
4522	P08195
4523	CPX-443
4524	CPX-7931
4525	Q9BVC3
4526	Q9P013
4527	Q9UQ88
4528	P56377
4529	Q14CX7
4530	Q8TEW0
4531	P10827
4532	CPX-6170
4533	CPX-7544
4534	Q8IXH7
4535	Q9Y535
4536	Q86WV5
4537	Q9UJX5
4538	CPX-8935
4539	O60662
4540	CPX-2401
4541	Q5SRE5
4542	CPX-6307
4543	CPX-985
4544	Q9BSK4
4545	Q92979
4546	0000027120
4547	Q96T76
4548	Q9BXS5
4549	CPX-1057
4550	O60318
4551	Q8NCE0
4552	Q93074
4553	Q12824
4554	P35998
4555	CPX-6701
4556	CPX-414
4557	CPX-5970
4558	CPX-2010
4559	CPX-6862
4560	CPX-748
4561	Q96EV8
4562	Q8TDP1
4563	P05165
4564	P20648
4565	CPX-2214
4566	0000153648
4567	Q9NR64
4568	Q8IV16
4569	Q9UKN8
4570	CPX-8151
4571	Q9P1U0
4572	Q9NSP4
4573	Q9BPU9
4574	CPX-8441
4575	CPX-8041
4576	Q8IXQ5
4577	P01857
4578	Q9BWT6
4579	Q8NFH3
4580	CPX-1843
4581	Q6UWB1
4582	P00395
4583	Q99653
4584	Q8WUA2
4585	CPX-276
4586	Q14050
4587	CPX-5787
4588	CPX-6663
4589	Q96SB8
4590	CPX-1794
4591	CPX-7013
4592	CPX-54
4593	O15234
4594	CPX-2404
4595	Q8WX92
4596	CPX-6267
4597	0000099065
4598	Q9HB96
4599	CPX-787
4600	Q09666
4601	Q969F1
4602	P01562
4603	P62495
4604	CPX-4750
4605	CPX-8424
4606	Q05195
4607	Q8IYI0
4608	CPX-2735
4609	P57054
4610	P07900
4611	Q02153
4612	CPX-6189
4613	P01871
4614	P40933
4615	Q96RT7
4616	Q12770
4617	Q53HC5
4618	Q86U86
4619	P49354
4620	CPX-1228
4621	CPX-6935
4622	CPX-5661
4623	Q8TAE8
4624	Q9UH77
4625	Q9HD34
4626	CPX-1844
4627	CPX-6822
4628	O60675
4629	Q9NSB4
4630	Q9P0J7
4631	P61966
4632	O15212
4633	O96008
4634	CPX-6950
4635	CPX-6270
4636	Q12769
4637	Q9UPQ9
4638	Q14493
4639	CPX-5047
4640	Q13002
4641	O00463
4642	CPX-1218
4643	Q9Y5Y9
